SY,Date,Site,Plot,Quadrat,Water_depth_cm,Tall_seedling_cm,Tall_seedling_sp,Tall_sapling_cm,Tall_sapling_sp,MD_cover,RHMA_props_roots,RHMA_props_noroots,RHMA_propagules,RHMA_seedlings,RHMA_saplings,LARA_props_roots,LARA_props_noroots,LARA_propagules,LARA_seedlings,LARA_saplings,AVGE_props_roots,AVGE_props_noroots,AVGE_propagules,AVGE_seedlings,AVGE_saplings,Total_saplings,Notes
2022,10/26/2021,Lameshur Bay,A,South,16.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,10/26/2021,Lameshur Bay,A,West,13.7,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,10/26/2021,Lameshur Bay,B,East,9.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,10/26/2021,Lameshur Bay,B,North,5.5,25.6,LARA,0,,none,0,0,0,0,0,0,11,11,7,0,0,0,0,1,0,0,
2022,10/26/2021,Lameshur Bay,B,South,13.1,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,10/26/2021,Lameshur Bay,B,West,9.8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
2022,10/26/2021,Lameshur Bay,C,East,8.9,46,RHMA,0,,little,6,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,W QUAD: all props had heavy Herbivory
2022,10/26/2021,Lameshur Bay,C,North,17.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W QUAD: all props had heavy Herbivory
2022,10/26/2021,Lameshur Bay,C,South,13.6,0,,105,AVGE,none,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,W QUAD: all props had heavy Herbivory
2022,10/26/2021,Lameshur Bay,C,West,13,49,AVGE,142,AVGE,none,3,4,7,0,0,0,0,0,0,0,0,0,0,1,5,5,W QUAD: all props had heavy Herbivory
2022,10/22/2021,Magens Bay,A,East,12.6,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W QUAD: Conacarpus erectus = 54.7  cm tall
2022,10/22/2021,Magens Bay,A,North,20.6,0,,201,RHMA,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,W QUAD: Conacarpus erectus = 54.7  cm tall
2022,10/22/2021,Magens Bay,A,South,9.9,0,,179.5,RHMA,none,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,W QUAD: Conacarpus erectus = 54.7  cm tall
2022,10/22/2021,Magens Bay,A,West,29.4,0,,350,RHMA,none,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,W QUAD: Conacarpus erectus = 54.7  cm tall
2022,10/22/2021,Magens Bay,B,East,34.5,0,,196.8,RHMA,none,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,
2022,10/22/2021,Magens Bay,B,North,22.2,0,,365,RHMA,none,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,
2022,10/22/2021,Magens Bay,B,South,16.2,0,,410,RHMA,none,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,
2022,10/22/2021,Magens Bay,B,West,14.7,0,,400,RHMA,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2022,11/30/2021,Magens Bay,C,East,0,0,,350,RHMA,none,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,
2022,11/30/2021,Magens Bay,C,North,0,0,,318,RHMA,none,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,
2022,11/30/2021,Magens Bay,C,South,0,0,,300,RHMA,none,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,
2022,11/30/2021,Magens Bay,C,West,0,0,,395,RHMA,none,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,
2022,10/1/2021,Mandahl Bay,A,East,3.2,0,,255,LARA,none,0,0,0,0,1,0,77,77,0,1,0,0,0,0,0,2,serveral seedlings and saplings (Lara and RHMA) but outside regen plots
2022,10/1/2021,Mandahl Bay,A,North,0.7,0,,0,,none,0,0,0,0,0,1,46,47,0,0,0,0,0,0,0,0,serveral seedlings and saplings (Lara and RHMA) but outside regen plots
2022,10/1/2021,Mandahl Bay,A,South,0,14,LARA,0,,none,0,0,0,0,0,2,44,46,0,0,0,0,0,0,0,0,serveral seedlings and saplings (Lara and RHMA) but outside regen plots
2022,10/1/2021,Mandahl Bay,A,West,2.2,0,,0,,none,0,0,0,0,0,0,143,143,0,0,0,0,0,0,0,0,serveral seedlings and saplings (Lara and RHMA) but outside regen plots
2022,10/1/2021,Mandahl Bay,B,East,2,31.5,LARA,199,LARA,none,1,2,3,0,0,23,0,23,9,1,0,0,0,0,0,1,
2022,10/1/2021,Mandahl Bay,B,North,0,35,LARA,185,LARA,none,1,0,1,0,2,0,116,116,19,2,0,0,0,0,0,4,
2022,10/1/2021,Mandahl Bay,B,South,14,0,,0,,none,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,
2022,10/1/2021,Mandahl Bay,B,West,5,0,,206,LARA,none,1,4,5,0,0,9,117,126,0,4,0,0,0,0,0,4,
2022,10/1/2021,Mandahl Bay,C,East,1.8,0,,160,LARA,none,0,0,0,0,0,14,0,14,0,2,0,0,0,0,0,2,W QUAD: is at upland edge. 1 button wood sapling (4.1 DBH). 11 maho seedlings in S. QUAD
2022,10/1/2021,Mandahl Bay,C,North,0,0,,0,,none,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,W QUAD: is at upland edge. 1 button wood sapling (4.1 DBH). 11 maho seedlings in S. QUAD
2022,10/1/2021,Mandahl Bay,C,South,0,5.4,LARA,0,,none,0,0,0,0,0,5,0,5,2,0,0,0,0,0,0,0,W QUAD: is at upland edge. 1 button wood sapling (4.1 DBH). 11 maho seedlings in S. QUAD
2022,10/1/2021,Mandahl Bay,C,West,0,0,,0,,none,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,W QUAD: is at upland edge. 1 button wood sapling (4.1 DBH). 11 maho seedlings in S. QUAD
2022,4/5/2022,Mary Creek,A,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,A,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,A,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,A,West,0,2.4,LARA,0,,little,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,B,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,B,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,B,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,B,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,C,East,0,0,,0,,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,C,North,0,0,,0,,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,C,South,0,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,4/5/2022,Mary Creek,C,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,9/23/2021,Perseverance Bay,A,East,12.5,0,,0,,none,0,0,0,0,0,2,5,7,0,0,0,0,0,0,0,0,S QUAD: all in dead RHMA roots. E. QUAD: same as S
2022,9/23/2021,Perseverance Bay,A,North,24,0,,0,,none,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,S QUAD: all in dead RHMA roots. E. QUAD: same as S
2022,9/23/2021,Perseverance Bay,A,South,22.1,0,,0,,none,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,S QUAD: all in dead RHMA roots. E. QUAD: same as S
2022,9/23/2021,Perseverance Bay,A,West,24.5,48.4,RHMA,0,,none,7,1,8,0,0,2,3,5,0,0,0,0,0,0,0,0,S QUAD: all in dead RHMA roots. E. QUAD: same as S
2022,9/23/2021,Perseverance Bay,B,East,29,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,9/23/2021,Perseverance Bay,B,North,24,0,,0,,none,0,0,0,0,0,8,11,19,0,0,0,0,0,0,0,0,
2022,9/23/2021,Perseverance Bay,B,South,28.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,9/23/2021,Perseverance Bay,B,West,23,31.2,RHMA,0,,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022,9/23/2021,Perseverance Bay,C,East,24.7,0,,0,,none,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,
2022,9/23/2021,Perseverance Bay,C,North,29,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,9/23/2021,Perseverance Bay,C,South,28,0,,60,RHMA,none,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,
2022,9/23/2021,Perseverance Bay,C,West,23,30,RHMA,76.5,RHMA,none,1,8,9,1,1,0,0,0,0,0,0,0,0,0,0,1,
2022,10/29/2021,Princess Bay,A,East,10.4,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,10/29/2021,Princess Bay,A,North,10.4,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,10/29/2021,Princess Bay,A,South,13.8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,10/29/2021,Princess Bay,A,West,16.9,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,10/29/2021,Princess Bay,B,East,1.3,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Avg height of regen 1-1.5. all reds. none in the regen directions. 25-30 saps in radial plot. 
2022,10/29/2021,Princess Bay,B,North,4.2,0,,0,,none,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Avg height of regen 1-1.5. all reds. none in the regen directions. 25-30 saps in radial plot. 
2022,10/29/2021,Princess Bay,B,South,13.8,0,,0,,none,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Avg height of regen 1-1.5. all reds. none in the regen directions. 25-30 saps in radial plot. 
2022,10/29/2021,Princess Bay,B,West,11.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Avg height of regen 1-1.5. all reds. none in the regen directions. 25-30 saps in radial plot. 
2022,10/29/2021,Princess Bay,C,East,0,22,LARA,212,LARA,none,0,0,0,0,0,0,35,35,2,11,0,0,0,0,0,11,
2022,10/29/2021,Princess Bay,C,North,0,2.7,LARA,178,LARA,none,0,0,0,0,0,1,8,9,1,3,0,0,0,0,0,3,
2022,10/29/2021,Princess Bay,C,South,13.6,0,,94.8,RHMA,none,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,
2022,10/29/2021,Princess Bay,C,West,17.4,0,,108.5,RHMA,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2022,12/3/2021,Reef Bay,A,East,11,0,,113,LARA,none,0,0,0,0,0,8,13,21,0,1,0,0,0,0,0,1,
2022,12/3/2021,Reef Bay,A,North,14.4,0,,0,,none,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2022,12/3/2021,Reef Bay,A,South,8.3,44,LARA,440,LARA,none,0,0,0,0,0,74,79,153,3,13,0,0,0,0,0,13,
2022,12/3/2021,Reef Bay,A,West,8,0,,460,LARA,none,0,0,0,0,0,5,18,23,0,6,0,0,0,0,0,6,
2022,12/3/2021,Reef Bay,B,East,7,0,,150,LARA,none,0,0,0,0,0,2,4,6,0,2,0,0,0,0,0,2,
2022,12/3/2021,Reef Bay,B,North,17,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,12/3/2021,Reef Bay,B,South,9,0,,119,LARA,none,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,8,
2022,12/3/2021,Reef Bay,B,West,13,0,,175,AVGE,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,12/3/2021,Reef Bay,C,East,12,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,12/3/2021,Reef Bay,C,North,8.9,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,12/3/2021,Reef Bay,C,South,11.1,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,12/3/2021,Reef Bay,C,West,12.4,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,11/18/2021,Salt River,A,East,0,8.6,LARA,0,,little,0,0,0,0,0,121,25,146,3,0,0,0,0,0,0,0,"N QUAD: crab burrows, quad coer (?) sapplings, hermit crabs in plot. W QUAD: crab burrows, marine debris, 15 eaten LARA husk, MAHO (THDO) + COER seedlings. E QUAD: 25 + LARA husks"
2022,11/18/2021,Salt River,A,North,0,0,,0,,none,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"N QUAD: crab burrows, quad coer (?) sapplings, hermit crabs in plot. W QUAD: crab burrows, marine debris, 15 eaten LARA husk, MAHO (THDO) + COER seedlings. E QUAD: 25 + LARA husks"
2022,11/18/2021,Salt River,A,South,5.8,48,AVGE,318,LARA,none,0,0,0,0,1,3,8,11,38,37,0,0,0,11,2,40,"N QUAD: crab burrows, quad coer (?) sapplings, hermit crabs in plot. W QUAD: crab burrows, marine debris, 15 eaten LARA husk, MAHO (THDO) + COER seedlings. E QUAD: 25 + LARA husks"
2022,11/18/2021,Salt River,A,West,0,0,,0,,little,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"N QUAD: crab burrows, quad coer (?) sapplings, hermit crabs in plot. W QUAD: crab burrows, marine debris, 15 eaten LARA husk, MAHO (THDO) + COER seedlings. E QUAD: 25 + LARA husks"
2022,11/18/2021,Salt River,B,East,0,0,,0,,none,0,0,0,0,0,6,14,20,0,0,0,0,0,0,0,0,"E QUAD: above sea level, up a berm"
2022,11/18/2021,Salt River,B,North,18.5,23.5,RHMA,0,,none,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"E QUAD: above sea level, up a berm"
2022,11/18/2021,Salt River,B,South,25,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E QUAD: above sea level, up a berm"
2022,11/18/2021,Salt River,B,West,137.16,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E QUAD: above sea level, up a berm"
2022,11/18/2021,Salt River,C,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E QUAD: above sea level, up a berm, one maho seed, 1 seedling unknown @ 29 height. N QUAD: 1 maho prop"
2022,11/18/2021,Salt River,C,North,25,0,,55,RHMA,none,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,2,"E QUAD: above sea level, up a berm, one maho seed, 1 seedling unknown @ 29 height. N QUAD: 1 maho prop"
2022,11/18/2021,Salt River,C,South,6.5,0,,300,RHMA,none,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,"E QUAD: above sea level, up a berm, one maho seed, 1 seedling unknown @ 29 height. N QUAD: 1 maho prop"
2022,11/18/2021,Salt River,C,West,100,0,,0,,none,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"E QUAD: above sea level, up a berm, one maho seed, 1 seedling unknown @ 29 height. N QUAD: 1 maho prop"
2022,11/16/2021,Southgate,A,East,0,3.44,AVGE,0,,none,0,0,0,0,0,0,0,0,0,0,2,7,9,1,0,0,
2022,11/16/2021,Southgate,A,North,0,0,,55.4,AVGE,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1 metal can just outside plot
2022,11/16/2021,Southgate,A,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
2022,11/16/2021,Southgate,A,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,2,4,6,0,0,0,
2022,11/16/2021,Southgate,B,East,0,0,,0,,none,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,"S QUAD: AVGE props had heavy predation (insects, crabs). E QUAD: LARA props w/insect predation"
2022,11/16/2021,Southgate,B,North,0,38.3,LARA,235,LARA,none,0,0,0,0,0,0,9,9,6,4,0,0,0,0,0,4,"S QUAD: AVGE props had heavy predation (insects, crabs). E QUAD: LARA props w/insect predation"
2022,11/16/2021,Southgate,B,South,0,4.3,AVGE,0,,none,0,0,0,0,0,0,0,0,0,0,8,6,14,1,0,0,"S QUAD: AVGE props had heavy predation (insects, crabs). E QUAD: LARA props w/insect predation"
2022,11/16/2021,Southgate,B,West,0,8.5,AVGE,0,,none,0,0,0,0,0,0,0,0,0,0,1,22,23,2,0,0,"S QUAD: AVGE props had heavy predation (insects, crabs). E QUAD: LARA props w/insect predation"
2022,11/16/2021,Southgate,C,East,0,20,LARA,108,LARA,none,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,2,
2022,11/16/2021,Southgate,C,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,11/16/2021,Southgate,C,South,0,49,LARA,330,LARA,none,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,14,
2022,11/16/2021,Southgate,C,West,0,42.3,LARA,279,LARA,none,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,4,
